ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
180A0370299@ABACAVIR 300mg TABLETA | FRASCO X 60. LEGRAND@ABACAVIR@15@60@0@@0
3110S0440003@JANUMET XR 50/1000mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@28@0@56@@0
2C011R000532094@SONDA SUCCION # 14 CON CONTROL REF: 24469 PLUS VITAL 1 UNIDAD | BOLSA X 1. CARDIOMED@SONDAS QUIRURGICAS@47@0@95@@0
2C011S001370013@SONDA NELATON # 12 CX50 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@112@0@224@@27
2C011S001370001@SONDA FOLLEY 16 X 5 2 VIAS 1 UNIDAD | CAJA X 10. CARDIOMED@SONDAS QUIRURGICAS@0@3@0@@4
2203S001372302@SONDA SUCCION # 6 REF: GC8018C06 ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@SONDAS QUIRURGICAS@27@10@45@@2
2C011S001370014@SONDA NELATON # 14 CX50 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@259@0@518@@178
2C011S001372347@SONDA SUCCION CONTROL # 12 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@7@30@0@@1230
2236S001372342@SONDA NELATON # 16 CX50 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@79@55@105@@1009
2232S001372328@SONDA NELATON # 12 REF:1172 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A@SONDAS QUIRURGICAS@13@48@0@@0
2232S001372325@SONDA SUCCION # 14 REF 1133 SHERLEG 1 UNIDAD | . X 1. LABORATORIO SHERLEG S.A@SONDAS QUIRURGICAS@50@0@100@@0
2203T001632915@CANULA NASAL PEDIATRICA REF: 8022A02 ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@1@0@@50
2198S001372329@SONDA SUCCION # 12 REF: 1132 SHERLEG 1 UNIDAD | . X 1. LABORATORIO SHERLEG S.A@TERAPIA RESPIRATORIA@144@80@208@@0
2203T001633015@EQUIPO TERAPIA AEROSOL PEDIATRICO CX10 INTERPRISE 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@0@1@@0
2203T001632914@CANULA NASAL ADULTO ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@1@0@@0
2C011T001630005@EQUIPO TERAPIA PEDIATRICO 1 UNIDAD | CAJA X 1. CARDIOMED@TERAPIA RESPIRATORIA@0@1@0@@19
2C011T001630003@HUMIDIFICADOR DE OXIGENO 1 UNIDAD | CAJA X 1. CARDIOMED@TERAPIA RESPIRATORIA@1@3@0@@657
2244T001633116@EXTENSION BOTON GASTROSTOMIA  REF. 0121-24 1 UNIDAD | . X 1. MINERVA MEDICAL S A S@TERAPIA RESPIRATORIA@1@3@0@@0
2203T001632928@SONDA SUCCION # 12 REF: GC8018C12 ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@149@108@191@@0
2C011T001630008@CANULA NASAL ADULTO REF: 505005 1 UNIDAD | CAJA X 100. CARDIOMED@TERAPIA RESPIRATORIA@0@1@0@@0
2236T001633088@MASCARA DE NO REINALACION PEDIATRICA  1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@10@0@@0
2244T001633119@EXTENSION BOTON GASTROSTOMIA  REF: 0121-12 1 UNIDAD | . X 1. MINERVA MEDICAL S A S@TERAPIA RESPIRATORIA@1@2@1@@0
09203T1230001@DUPROT FPS 50+ X 60GR CREMA | TUBO X 1. DUMIAN MEDICAL S.A.S@TOCOPHERON,ETHYLHEXYL TRIAZONE@0@3@0@@0
368T0250001@TRIMETOPRIM + SULFAMETOXAZOL 80mg/400mg TABLETA | CAJA X 100. GEN-FAR S.A@TRIMETOPRIM + SULFAMETOXAZOL@0@15@0@@0
353T1170001@FITOSTIMOLINE 32g CREMA | TUBO X 1. EUROETIKA@TRITICUM VULGARE@2@2@4@@0
2235V000933255@VENDA ELASTICA 5X5 MEDISPO 1 UNIDAD | . X 1. PROTEX S.A@VENDAS QUIRURGICAS@0@1@0@@0
2230V000933248@ALGODON TACO ODONTOLOGICO PX1000 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@VENDAS QUIRURGICAS@0@3@0@@0
3161V0600001@ABSORB-K CREMACLARIFICANTE . CREMA | TUBO X 30g. VARIOS E IMPORTADOS@VITAMINA K+ARNICA+CALENDULA@1@2@2@@0
365A1230001@LOCERYL LACA PARA UNAS 5% SOLUCION TOPICA | FRASCO X 2.5ml. GALDERMA@AMOROLFINA@0@0@1@@0
3115B0390001@AEROVIAL CON INHALADOR 6mcg+200mcg CAPSULA | CAJA X 1. NOVAMED@BUDESONIDA + FORMOTEROL@0@0@1@@0
2224C002640279@CANULA TRAQUE FENESTRADA # 8.0 REF:T-306-08 C/B ASP.SUBGLO  1 UNIDAD | . X 1. L M INTRUMENTS S.A.@CATETER QUIRURGICOS@0@0@1@@0
3125C0150001@OTOSEC 0.3% SOLUCION OTICA | FRASCO X 10ml. PROCAPS@CIPROFLOXACINA@0@0@1@@0
2225C002660521@TEGADERM 10 X 12 CM 3M REF. 1626 CX50 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@CURACIONES QUIRURGICAS@6@0@12@@0
398L0060003@SYNTHROID 137mcg TABLETA | CAJA X 30. LAFRANCOL@LEVOTIROXINA SODICA@7@0@15@@0
2203T001632936@INSPIROMETRO INCENTIVO III CAMARA GCMEDICAS 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@0@0@1@@3
2158P001822194@PANAL WINNY ULTRASEC ETAPA 4  PX30 1 UNIDAD | CAJA X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@0@0@2@@12
368L0160002@SALES DE REHIDRATACION . POLVO PARA DISOLVER | CAJA X 50. GEN-FAR S.A@SALES DE REHIDRATACION ORAL@1@0@2@@0
2224T001633034@MASCARA AEROSOL ADULTO LM     LM-86-100 1 UNIDAD | . X 1. L M INTRUMENTS S.A.@TERAPIA RESPIRATORIA@0@0@1@@0
3158V0490001@VITAMINA C MASTICABLE 500mg TABLETA | CAJA X 100. TECNOQUIMICAS S.A@VITAMINA C@5@0@10@@0
371D0990001@DUODART 0.5mg/0.4mg CAPSULA | CAJA X 30. GLAXO@DUTASTERIDE-TAMSULOSINA@15@0@30@@270
220M001611946@MIRENA EVO 52mg UNIDAD | CAJA X 1. BAYER@LEVONORGESTREL@0@0@1@@0
2C011M001610508@EQUIPO CYSTOFLO ADULTO 2000 ML PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@MATERIAL MEDICOQUIRURGICO@1@0@3@@14
3A102N0470003@ENSURE PLUS HN 1.5kcal/ml SUSPENSION ORAL | CAJA X 8. ABBOT LABORATORIOS DE COLOMBIA@NUTRICION ENTERAL@1@0@3@@0
2203T001632929@SONDA SUCCION # 14 REF: GC8018C14 GCMEDICAL 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@SONDAS QUIRURGICAS@52@0@105@@0
2203T001632930@SONDA SUCCION # 16 REF: GC8018C16 GCMEDICAL 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@50@0@100@@0
371D1230001@TRIUMEQ RECUBIERTA 50/600/300mg TABLETA | CAJA X 30. GLAXO@DOLUTEGRAVIR+ABACAVIR+LAMIVUDI@7@0@15@@0
3998F0190001@BIO GLOFEN 10% SOLUCION OFTALMICAS | FRASCO X 5ml. LABORATORIOS SOPHAR@FENILEFRINA@0@0@1@@9
2205J000020986@JERINGA 10 ML C/A 21 X 1 1/2 3PTS 1 UNIDAD | CAJA X 1. ETERNA@JERINGAS QUIRURGICAS@1@0@3@@0
50990L0190001@CONVUDINA 150+300mg TABLETA | CAJA X 60. SALUSPHARMA S.A.S.@LAMIVUDINA + ZIDOVUDINA@15@0@30@@20
2142P001825445@PANAL HUGGIES LITTE SWIMMERS PISINA TALLA L (G) PX10 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@0@0@1@@6
3117S0450001@HIPERVISC 37.5+12.5mg-5ml SOLUCION OFTALMICAS | FRASCO X . OFTALMOQUIMICAS@SODIO CLORURO + CLORURO POTASIO@0@0@1@@9
2225T001633077@MASCARILLA ALTA EFICIENCIA RFE 1860 3M   CX20 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@TERAPIA RESPIRATORIA@2@0@5@@0
3151T1100001@KRYTANTEK 20+2+5mg SOLUCION OFTALMICAS | FRASCO X 5ml. SOPHIA@TIMOLOL+DORZOLAIDA+BRIMONIDINA@0@0@1@@0
3145U0020003@UREADERM LACTATO TOPICA 5+8% LOCION | FRASCO X 225ml. SCANDINAVIA@UREA@2@0@4@@0
